-1.253655092405741023e+00,7.106238014944885606e-01,2.190344254878017205e-01,4.451050749073631185e-01,-1.064270404733539954e-01,1.142705484249004977e+00,3.077521519053174059e-01,-2.229010316877125530e-01,-9.887425196912593695e-01,-1.172528158616374050e+00,-1.308598309283222905e-01,6.387746838378430825e-01,3.455193154840392467e-01,1.396298396776394779e-01,6.971708799590493610e-01,-3.768800070587282613e-01,8.606635927487166215e-01,-1.583569442481185030e+00,6.814478054657004957e-01,4.275817729490775654e-01,-6.204122107170892964e-01,7.392355217808306289e-01,-7.538664883909836911e-01,4.386129346913794635e-01,1.030488248086882219e+00,-5.014688454825365627e-01,-1.023460671345789885e+00,-5.764268882453895682e-01,-2.204998657631249692e+00,9.348425164721834157e-01,-6.930833315323191579e-01,-5.342974925133848751e-01
7.112987876386817065e-01,-2.906665521906407479e-01,-1.204910453946511195e+00,7.053525260457730317e-01,1.228205573447863352e-01,-2.066768264952410505e-01,3.802250609240156454e-01,9.555841122922458242e-01,-9.044327153595141389e-02,9.000223691553346228e-01,-2.113492643674301230e-01,4.127882875642578386e-01,-4.052032799223723725e-01,-4.832543662211311042e-01,1.240836772986680270e+00,3.349973893701038152e-01,5.999773204237426327e-01,-1.611720749291291277e+00,-2.635286413840634001e-01,-7.975470373069335484e-01,5.310726849862510424e-01,1.024568091626139044e+00,3.767977227590296740e-01,-3.864252241284003020e-01,9.828740666103294998e-01,-1.173142192722922278e-01,1.059749411853723178e+00,-6.595443197738264374e-01,-7.512861550356323415e-01,-3.106121799334589650e-01,-2.675491619709717828e-01,8.970640639045850129e-02
8.982084497557395464e-01,1.359051008606168010e+00,-1.224053413508091381e+00,-1.798488124108994501e+00,-8.459181238051360907e-01,7.498312252267984590e-01,3.206366112816598224e-01,2.311879769947815522e-01,-1.947374642522303523e+00,-2.359486214266695858e-01,-1.754952610325997142e-01,-3.832925756362432490e-01,5.291753234125897709e-01,7.808430028533062117e-01,1.791497111011841059e-01,-1.262542772964990734e-01,4.795323809998910392e-01,1.239507259661582372e+00,1.226593843156694869e-01,2.087620126767530393e-01,1.497709871550982452e+00,-7.879490180245611874e-01,-1.985732395448910559e+00,2.615595591568704026e-01,4.555621375297711495e-01,-3.190089998269513005e-01,-9.966520838980892361e-01,1.740650312675430522e-01,-1.775991801771036549e+00,8.363010628683404946e-01,-3.470129724233776414e-01,3.967147982120292071e-01
4.643903959891924060e-01,-2.294343409664206523e-01,8.106805476431463431e-01,-6.737981539271118425e-01,2.623533193030202160e+00,-1.746964050293103310e-01,-1.003255892933768934e+00,1.213423593098506698e-01,-1.635108531381947727e-01,-4.917771644220071403e-01,-7.841776213899479542e-01,-2.007655815390501086e+00,1.940620419180646650e+00,-4.023010076411608349e-01,-1.038842958987494125e+00,-1.920300043912537002e-01,-1.244377342978493006e+00,-9.900778151533730087e-01,-5.270501521651604904e-02,-4.743758954900264418e-02,3.033288202051022120e-01,-1.084733463549378274e-01,1.591415534213002914e-01,-3.687661064524702104e-01,2.703043282390352187e-02,-4.167374292864237800e-02,-7.624355525125275923e-02,4.929881626714491261e-01,-2.058073470337674904e-01,-1.379325019935012220e+00,7.965754201887467190e-01,-2.321442496829217994e+00
9.278848846184487575e-01,6.954769423943351070e-01,6.727645216326386679e-01,1.209333375218785145e+00,2.645276421327800720e-01,3.570564723908665333e-02,-3.699736866567583937e-01,-8.702084873647799590e-01,-2.558542735525593526e-01,-6.384570392019427165e-02,-1.464900590610930919e+00,-1.805954866481670473e+00,-4.727281897224411278e-01,-4.060927540038993810e-01,-1.751688807359436550e+00,1.345788484692347131e+00,1.263841176824650914e+00,1.681096481048002245e+00,1.369121297084982869e+00,-2.352488304128385277e+00,2.604479366477427948e-01,-2.686241619336384168e-01,-3.230597372901182762e-01,4.655866113647586513e-01,-2.301655838216231764e+00,5.546368505084237066e-01,-1.052718299578249361e+00,1.734258732800159630e-01,6.211501656807308924e-01,-7.298199090530254063e-01,-4.864609814162902945e-01,-4.618884553333731935e-01
-6.559137801624010944e-01,-4.250159036329677065e-01,-9.422304215815056894e-02,-2.468102691819957339e+00,-9.443288186143521112e-02,-1.986038025885599634e+00,-1.313441339736296065e+00,-4.411564923285746925e-02,-4.131751314470099024e-01,5.783791039227323405e-02,-1.911173270174638228e+00,-2.770245114088474847e-01,-7.525693184279347303e-01,2.116528105163053564e+00,1.387595739165010666e+00,1.113863775655803856e+00,2.568224019656581536e+00,-1.344188582237062723e+00,-4.400304361200754744e-01,-6.549497880063152866e-02,8.243695376066180192e-01,-2.198870785325700794e+00,2.416970331594383570e+00,-1.641204250046226054e+00,3.656173852371644717e-01,-2.146871306992963024e+00,-9.963780759038328716e-01,-3.079700822139103678e-01,-1.093514432322411523e+00,-8.008856108105324445e-01,5.900790952649064280e-01,-5.706290147489041509e-01
4.059589429786327197e-01,4.730764534136644439e-01,3.221598478505666163e-01,-7.342157913547209258e-02,9.702452602273982096e-01,3.492538851390390442e-01,2.179741570910228299e-01,9.340965429504883843e-01,2.597671688623940378e-01,1.043127352001859798e+00,1.909467450998574012e-01,9.527669767234374643e-01,-3.120685343760902786e-01,8.694258755591576238e-01,-1.343990044367662007e+00,1.416754510662809441e+00,1.833899558230546109e-02,1.234525065495382795e-01,-1.737772647970546425e+00,-1.548636952900685759e-01,-1.299018313225895449e+00,4.688985170541254965e-01,-1.644569551129779761e-01,-6.190141322297875170e-01,-7.502164019313000143e-01,3.632227721563124900e-01,2.306671090121120704e-01,-1.233865616093144713e+00,-1.058800851314587593e-01,2.702089889315789639e-01,6.186126198675650362e-02,1.860139666277434323e+00
-5.299417691553827137e-01,-6.681831700035458788e-01,7.491620572858409544e-01,1.698152358007712248e+00,-6.719363311941094485e-01,-5.840110416954102934e-01,-1.087833096205023942e-01,-5.090949264039882349e-01,7.700718492731246922e-02,2.900320585333630685e+00,-1.708119410950528216e+00,1.822960070373947028e+00,2.002112880068131484e-01,2.184886779942683543e-01,6.892313157177425154e-02,-1.392833264351225342e+00,-1.515638357142661485e+00,3.616135864361581520e-01,7.917490488147568284e-01,-1.077000130153819235e+00,-4.522642865521243061e-01,-1.184631885470220469e+00,4.681117693629250481e-02,-1.622911362481775921e+00,-1.780670165648498449e+00,-2.370049938782889387e-01,-1.509952584875996207e-01,-1.040347305156011704e+00,-1.134774429712537502e+00,-1.766443759276133063e+00,-3.408633163950582912e-01,-1.728742261943597494e-02
5.247517590725921943e-01,-1.195976023437437252e+00,-2.863135480925424470e-01,8.058588994580553333e-01,2.873321554241924924e-01,-1.302217750192935064e+00,-1.302163707921841329e+00,5.254441713383061208e-01,-5.936218496460508032e-01,-5.324463599067964514e-01,3.312690544798659320e-01,3.345732233984363008e-02,2.212682339543798005e+00,-1.264027367880870223e+00,2.458752502837390636e-02,-1.153660333971056329e-01,-4.311180588624170529e-01,-6.789772003391900679e-01,1.474456836198584364e-01,3.725190842376924910e-03,1.555398433123076130e+00,-7.924649125826477292e-01,-5.687410723656859401e-01,1.333074208997898413e+00,2.129627894750512618e-01,-1.148903798303804402e+00,1.148996768622419368e-01,-1.189088337852033606e+00,-1.018948661241254605e+00,-3.678285841005102946e-02,-1.251968564562547126e+00,-1.048253624750960622e+00
1.403280152415578241e+00,-1.950260968958527297e+00,-2.589393154774375927e-01,-1.101965975489572758e+00,5.705856132638146283e-01,-6.854511683768442776e-01,-3.035744572819752407e-01,-1.096508594611295795e+00,-2.595501735672229304e-01,2.422215763314413906e+00,1.433709440499633336e+00,6.790628628085612073e-01,8.791110356533284875e-01,7.117820560906321092e-02,-4.008630410551742851e-01,1.718591266168518095e+00,1.770378058038386548e+00,8.586742214669689233e-01,-1.440059523112668272e+00,-2.507892015445060685e-01,-2.365190658410777080e-01,1.236161928096878304e-01,-1.388892310831628008e+00,1.763157394982024506e+00,-6.282011922638865986e-01,5.099670725711190622e-01,-4.701568237111006937e-02,1.387901059029949646e+00,-1.611185009503783183e+00,6.586842899991397493e-01,1.856793666445042845e+00,-2.096747986004694919e+00
